#---it--------t-------dt-------urms------umax------orms------omax------oum------divu2m-----epsK-----rumax----rhom--
    6700    680.11 1.02E-01 1.164E-03 3.933E-03 8.888E-03 3.173E-02  8.79E-08 3.531E-12 7.899E-10 3.93E-03  1.0000
    6750    685.19 1.02E-01 1.158E-03 3.929E-03 8.836E-03 3.166E-02  8.75E-08 2.200E-12 7.808E-10 3.93E-03  1.0000
    6800    690.28 1.02E-01 1.152E-03 3.921E-03 8.786E-03 3.158E-02  8.71E-08 1.735E-12 7.719E-10 3.92E-03  1.0000
    6850    695.36 1.02E-01 1.147E-03 3.909E-03 8.736E-03 3.149E-02  8.67E-08 3.656E-12 7.631E-10 3.91E-03  1.0000
    6900    700.44 1.02E-01 1.141E-03 3.893E-03 8.686E-03 3.139E-02  8.63E-08 1.788E-12 7.544E-10 3.89E-03  1.0000
    6950    705.53 1.02E-01 1.135E-03 3.873E-03 8.636E-03 3.127E-02  8.59E-08 1.491E-12 7.458E-10 3.87E-03  1.0000
    7000    710.61 1.02E-01 1.130E-03 3.849E-03 8.587E-03 3.114E-02  8.56E-08 2.850E-12 7.373E-10 3.85E-03  1.0000
    7050    715.69 1.02E-01 1.124E-03 3.823E-03 8.538E-03 3.099E-02  8.52E-08 1.684E-12 7.290E-10 3.82E-03  1.0000
    7100    720.78 1.02E-01 1.119E-03 3.793E-03 8.490E-03 3.083E-02  8.48E-08 1.777E-12 7.207E-10 3.79E-03  1.0000
    7150    725.86 1.02E-01 1.113E-03 3.760E-03 8.441E-03 3.066E-02  8.45E-08 1.930E-12 7.126E-10 3.76E-03  1.0000
    7200    730.94 1.02E-01 1.108E-03 3.724E-03 8.394E-03 3.047E-02  8.41E-08 1.983E-12 7.046E-10 3.72E-03  1.0000
    7250    736.03 1.02E-01 1.103E-03 3.685E-03 8.346E-03 3.027E-02  8.38E-08 1.704E-12 6.966E-10 3.69E-03  1.0000
    7300    741.11 1.02E-01 1.098E-03 3.651E-03 8.299E-03 3.006E-02  8.34E-08 9.552E-13 6.888E-10 3.65E-03  1.0000
    7350    746.19 1.02E-01 1.092E-03 3.627E-03 8.253E-03 2.983E-02  8.30E-08 2.120E-12 6.811E-10 3.63E-03  1.0000
    7400    751.28 1.02E-01 1.087E-03 3.601E-03 8.206E-03 2.959E-02  8.27E-08 1.746E-12 6.734E-10 3.60E-03  1.0000
    7450    756.36 1.02E-01 1.082E-03 3.574E-03 8.160E-03 2.934E-02  8.23E-08 5.658E-13 6.659E-10 3.57E-03  1.0000
    7500    761.44 1.02E-01 1.077E-03 3.555E-03 8.115E-03 2.908E-02  8.19E-08 1.694E-12 6.585E-10 3.55E-03  1.0000
    7550    766.53 1.02E-01 1.072E-03 3.551E-03 8.069E-03 2.880E-02  8.16E-08 1.797E-12 6.511E-10 3.55E-03  1.0000
