#---it--------t-------dt-------urms------umax------orms------omax------oum-------abm-------jbm-------brms------bmax------jrms------jmax-----divu2m-----epsK------epsM-----rumax----rhom-----bmx-------bmy-------bmz----
     300      0.34 1.13E-03 2.417E-01 1.554E+00 3.453E+01 3.114E+02  1.85E-01  1.50E-02  7.99E-01 5.459E-01 1.833E+00 6.704E+01 1.078E+03 8.886E+01 6.501E-03 2.247E-02 1.87E+00  0.9809 1.300E-01 1.375E-01 1.391E-01
     310      0.35 1.13E-03 2.391E-01 1.504E+00 3.409E+01 3.177E+02  1.76E-01  1.50E-02  7.78E-01 5.438E-01 1.883E+00 6.649E+01 9.721E+02 8.454E+01 6.317E-03 2.210E-02 1.63E+00  0.9807 1.299E-01 1.375E-01 1.391E-01
     320      0.36 1.17E-03 2.365E-01 1.482E+00 3.362E+01 3.068E+02  1.67E-01  1.50E-02  7.58E-01 5.416E-01 1.838E+00 6.589E+01 1.053E+03 8.005E+01 6.128E-03 2.171E-02 1.66E+00  0.9804 1.299E-01 1.374E-01 1.391E-01
     330      0.37 1.15E-03 2.341E-01 1.397E+00 3.320E+01 3.374E+02  1.60E-01  1.50E-02  7.40E-01 5.396E-01 1.880E+00 6.534E+01 9.962E+02 7.629E+01 5.960E-03 2.135E-02 1.71E+00  0.9802 1.298E-01 1.374E-01 1.391E-01
     340      0.38 1.20E-03 2.319E-01 1.387E+00 3.279E+01 2.991E+02  1.52E-01  1.50E-02  7.23E-01 5.376E-01 1.946E+00 6.480E+01 1.108E+03 7.284E+01 5.801E-03 2.100E-02 1.71E+00  0.9799 1.297E-01 1.373E-01 1.390E-01
     350      0.39 1.21E-03 2.295E-01 1.487E+00 3.237E+01 3.168E+02  1.45E-01  1.50E-02  7.06E-01 5.356E-01 1.882E+00 6.424E+01 8.957E+02 6.931E+01 5.639E-03 2.063E-02 1.70E+00  0.9797 1.296E-01 1.373E-01 1.390E-01
     360      0.41 1.21E-03 2.274E-01 1.360E+00 3.199E+01 3.214E+02  1.39E-01  1.50E-02  6.91E-01 5.338E-01 1.945E+00 6.372E+01 9.101E+02 6.635E+01 5.496E-03 2.030E-02 1.43E+00  0.9795 1.295E-01 1.372E-01 1.390E-01
     370      0.42 1.25E-03 2.253E-01 1.272E+00 3.161E+01 2.901E+02  1.33E-01  1.50E-02  6.77E-01 5.320E-01 1.893E+00 6.319E+01 9.066E+02 6.342E+01 5.353E-03 1.997E-02 1.58E+00  0.9793 1.295E-01 1.372E-01 1.390E-01
     380      0.43 1.13E-03 2.232E-01 1.522E+00 3.123E+01 2.911E+02  1.28E-01  1.50E-02  6.63E-01 5.302E-01 1.976E+00 6.266E+01 9.841E+02 6.061E+01 5.214E-03 1.963E-02 1.39E+00  0.9791 1.294E-01 1.371E-01 1.389E-01
     390      0.44 1.15E-03 2.211E-01 1.732E+00 3.085E+01 3.123E+02  1.23E-01  1.50E-02  6.50E-01 5.285E-01 1.909E+00 6.213E+01 1.034E+03 5.793E+01 5.079E-03 1.930E-02 1.38E+00  0.9789 1.293E-01 1.370E-01 1.389E-01
     400      0.45 1.17E-03 2.191E-01 1.479E+00 3.048E+01 3.255E+02  1.18E-01  1.50E-02  6.37E-01 5.267E-01 1.727E+00 6.160E+01 1.019E+03 5.530E+01 4.947E-03 1.897E-02 1.63E+00  0.9787 1.292E-01 1.370E-01 1.389E-01
     410      0.46 1.23E-03 2.171E-01 1.273E+00 3.010E+01 2.655E+02  1.13E-01  1.50E-02  6.24E-01 5.250E-01 1.683E+00 6.105E+01 9.497E+02 5.271E+01 4.815E-03 1.864E-02 1.43E+00  0.9785 1.291E-01 1.369E-01 1.389E-01
     420      0.48 1.28E-03 2.151E-01 1.273E+00 2.974E+01 3.095E+02  1.08E-01  1.50E-02  6.12E-01 5.233E-01 1.763E+00 6.052E+01 9.280E+02 5.029E+01 4.689E-03 1.831E-02 1.53E+00  0.9783 1.290E-01 1.369E-01 1.388E-01
     430      0.49 1.17E-03 2.132E-01 1.532E+00 2.939E+01 2.933E+02  1.04E-01  1.50E-02  6.00E-01 5.216E-01 1.686E+00 6.000E+01 8.617E+02 4.812E+01 4.571E-03 1.800E-02 1.48E+00  0.9781 1.290E-01 1.368E-01 1.388E-01
     440      0.50 1.27E-03 2.114E-01 1.298E+00 2.905E+01 2.702E+02  1.01E-01  1.50E-02  5.89E-01 5.200E-01 1.849E+00 5.949E+01 9.031E+02 4.606E+01 4.458E-03 1.770E-02 1.30E+00  0.9779 1.289E-01 1.368E-01 1.388E-01
     450      0.51 1.14E-03 2.096E-01 1.313E+00 2.870E+01 2.816E+02  9.71E-02  1.50E-02  5.78E-01 5.184E-01 1.853E+00 5.898E+01 9.822E+02 4.403E+01 4.346E-03 1.739E-02 1.40E+00  0.9777 1.288E-01 1.367E-01 1.388E-01
     460      0.52 1.24E-03 2.079E-01 1.246E+00 2.837E+01 2.965E+02  9.35E-02  1.50E-02  5.68E-01 5.168E-01 1.786E+00 5.846E+01 1.054E+03 4.208E+01 4.237E-03 1.709E-02 1.31E+00  0.9776 1.287E-01 1.367E-01 1.387E-01
     470      0.54 1.28E-03 2.061E-01 1.244E+00 2.803E+01 2.709E+02  9.00E-02  1.50E-02  5.59E-01 5.152E-01 1.815E+00 5.794E+01 9.341E+02 4.015E+01 4.128E-03 1.678E-02 1.35E+00  0.9774 1.286E-01 1.366E-01 1.387E-01
     480      0.55 1.09E-03 2.045E-01 1.930E+00 2.770E+01 3.501E+02  8.69E-02  1.50E-02  5.49E-01 5.137E-01 1.623E+00 5.743E+01 9.141E+02 3.842E+01 4.026E-03 1.649E-02 1.32E+00  0.9772 1.286E-01 1.366E-01 1.387E-01
     490      0.56 1.26E-03 2.029E-01 1.214E+00 2.740E+01 2.640E+02  8.41E-02  1.50E-02  5.40E-01 5.122E-01 1.696E+00 5.696E+01 8.707E+02 3.692E+01 3.933E-03 1.622E-02 1.30E+00  0.9771 1.285E-01 1.365E-01 1.386E-01
